timestampstring,0,1,2,3
2013-01-01,14.5,,,
2013-01-02,6.0,,,
2013-01-03,9.0,,,
2013-01-04,17.0,,,
2013-01-05,20.75,,,
2013-01-06,16.0,,,
2013-01-07,14.25,,,
2013-01-08,15.25,,,
2013-01-09,7.25,,,
2013-01-10,8.25,,,
2013-01-11,7.25,,,
2013-01-12,8.0,,,
2013-01-13,5.0,,,
2013-01-14,3.25,,,
2013-01-15,0.75,,,
2013-01-16,0.0,,,
2013-01-17,0.0,,,
2013-01-18,0.0,,,
2013-01-19,0.0,,,
2013-01-20,0.0,,,
2013-01-21,0.0,,,
2013-01-22,2.0,,,
2013-01-23,1.75,,,
2013-01-24,1.5,,,
2013-01-25,0.0,,,
2013-01-26,0.25,,,
2013-01-27,2.75,,,
2013-01-28,0.0,,,
2013-01-29,1.5,,,
2013-01-30,15.0,,,
2013-01-31,15.8632075471,,,
2013-02-01,16.8867924529,,,
2013-02-02,9.25,,,
2013-02-03,0.0,,,
2013-02-04,3.25,,,
2013-02-05,6.25,,,
2013-02-06,0.0,,,
2013-02-07,3.0,,,
2013-02-08,2.75,,,
2013-02-09,4.25,,,
2013-02-10,1.0,,,
2013-02-11,0.0,,,
2013-02-12,0.0,,,
2013-02-13,0.0,,,
2013-02-14,0.0,,,
2013-02-15,8.0,,,
2013-02-16,16.0,,,
2013-02-17,10.5,,,
2013-02-18,13.25,,,
2013-02-19,58.0,,,
2013-02-20,40.0,,,
2013-02-21,0.0,,,
2013-02-22,0.0,,,
2013-02-23,0.0,,,
2013-02-24,0.25,,,
2013-02-25,0.0,,,
2013-02-26,0.0,,,
2013-02-27,1.0,,,
2013-02-28,0.25,,,
2013-03-01,1.5,,,
2013-03-02,0.75,,,
2013-03-03,12.5,,,
2013-03-04,45.5,,,
2013-03-05,49.25,,,
2013-03-06,32.75,,,
2013-03-07,,80.75,,
2013-03-08,,93.0,,
2013-03-09,63.75,,,
2013-03-10,,127.5,,
2013-03-11,,,246.75,
2013-03-12,,,240.25,
2013-03-13,113.0,,,
2013-03-14,13.0,,,
2013-03-15,11.25,,,
2013-03-16,16.5,,,
2013-03-17,12.25,,,
2013-03-18,18.25,,,
2013-03-19,22.5,,,
2013-03-20,33.25,,,
2013-03-21,43.75,,,
2013-03-22,52.25,,,
2013-03-23,37.75,,,
2013-03-24,19.5,,,
2013-03-25,5.75,,,
2013-03-26,2.75,,,
2013-03-27,12.25,,,
2013-03-28,13.0,,,
2013-03-29,15.5,,,
2013-03-30,14.25,,,
2013-03-31,,,,
2013-04-01,8.25,,,
2013-04-02,14.0,,,
2013-04-03,9.75,,,
2013-04-04,38.5,,,
2013-04-05,18.5,,,
2013-04-06,25.25,,,
2013-04-07,29.5,,,
2013-04-08,28.75,,,
2013-04-09,43.5,,,
2013-04-10,51.75,,,
2013-04-11,,82.25,,
2013-04-12,65.5,,,
2013-04-13,,72.0,,
2013-04-14,,96.25,,
2013-04-15,,188.0,,
2013-04-16,,,226.25,
2013-04-17,,,218.25,
2013-04-18,,81.25,,
2013-04-19,,176.25,,
2013-04-20,29.5,,,
2013-04-21,7.75,,,
2013-04-22,,64.0,,
2013-04-23,,115.25,,
2013-04-24,,166.75,,
2013-04-25,,171.25,,
2013-04-26,,106.5,,
2013-04-27,33.625,,,
2013-04-28,1.625,,,
2013-04-29,48.5,,,
2013-04-30,,116.125,,
2013-05-01,,105.125,,
2013-05-02,,149.875,,
2013-05-03,,178.875,,
2013-05-04,,94.5,,
2013-05-05,,120.5,,
2013-05-06,,177.75,,
2013-05-07,,180.25,,
2013-05-08,,218.625,,
2013-05-09,,198.125,,
2013-05-10,,,215.25,
2013-05-11,,157.625,,
2013-05-12,,147.125,,
2013-05-13,,167.625,,
2013-05-14,,199.125,,
2013-05-15,,,230.5,
2013-05-16,,,216.125,
2013-05-17,,190.75,,
2013-05-18,,174.125,,
2013-05-19,,160.0,,
2013-05-20,,137.5,,
2013-05-21,,144.25,,
2013-05-22,,115.5,,
2013-05-23,,119.75,,
2013-05-24,,77.25,,
2013-05-25,50.25,,,
2013-05-26,37.75,,,
2013-05-27,,80.75,,
2013-05-28,,145.875,,
2013-05-29,,128.375,,
2013-05-30,,143.125,,
2013-05-31,,96.5,,
2013-06-01,41.5,,,
2013-06-02,,134.875,,
2013-06-03,,167.375,,
2013-06-04,,154.0,,
2013-06-05,,212.0,,
2013-06-06,,,224.5,
2013-06-07,,,261.75,
2013-06-08,,170.0,,
2013-06-09,,193.375,,
2013-06-10,,,291.0,
2013-06-11,,,288.0,
2013-06-12,,,298.375,
2013-06-13,,180.75,,
2013-06-14,,,262.875,
2013-06-15,,,284.125,
2013-06-16,,,323.05,
2013-06-17,,,198.375,
2013-06-18,44.25,,,
2013-06-19,1.0,,,
2013-06-20,0.25,,,
2013-06-21,,101.25,,
2013-06-22,,168.875,,
2013-06-23,,,224.125,
