timestampstring,0,1,2,3
2013-01-01,,402.5,,
2013-01-02,,469.5,,
2013-01-03,,,740.2344999999914,
2013-01-04,,,508.53125,
2013-01-05,,308.7342500000086,,
2013-01-06,,366.0,,
2013-01-07,,,678.5,
2013-01-08,,,635.0,
2013-01-09,,,,859.0
2013-01-10,,,732.0,
2013-01-11,,,670.75,
2013-01-12,,440.75,,
2013-01-13,,,633.25,
2013-01-14,,,,942.9844999999914
2013-01-15,,,,904.2655000000086
2013-01-16,,,,1031.0
2013-01-17,,,,1115.75
2013-01-18,,,,1349.75
2013-01-19,,,,1127.0
2013-01-20,,,,977.25
2013-01-21,,,,1102.5
2013-01-22,,,,943.0
2013-01-23,,,,1067.25
2013-01-24,,,,1000.25
2013-01-25,,,,1028.75
2013-01-26,,,,903.0
2013-01-27,,,679.25,
2013-01-28,,,,785.5
2013-01-29,,,643.25,
2013-01-30,,,508.75,
2013-01-31,,,520.0,
2013-02-01,,,532.5,
2013-02-02,,428.25,,
2013-02-03,,,676.75,
2013-02-04,,,,846.5
2013-02-05,,,709.25,
2013-02-06,,,,870.25
2013-02-07,,,,915.5
2013-02-08,,,,934.75
2013-02-09,,,828.25,
2013-02-10,,,,947.5
2013-02-11,,,,1225.75
2013-02-12,,,,1159.75
2013-02-13,,,,1182.5
2013-02-14,,,,1210.75
2013-02-15,,,,827.25
2013-02-16,,,616.5,
2013-02-17,,,673.75,
2013-02-18,,,,903.75
2013-02-19,,,,892.0
2013-02-20,,,,887.75
2013-02-21,,,,1095.5
2013-02-22,,,,1230.25
2013-02-23,,,,1080.5
2013-02-24,,,,1031.25
2013-02-25,,,,1283.5
2013-02-26,,,,1118.25
2013-02-27,,,,902.75
2013-02-28,,,,827.0
2013-03-01,,,,858.25
2013-03-02,,,684.0,
2013-03-03,,,639.0,
2013-03-04,,,,924.75
2013-03-05,,,713.5,
2013-03-06,,,558.2657499999914,
2013-03-07,,,494.9842500000086,
2013-03-08,,,489.0,
2013-03-09,,277.2657499999914,,
2013-03-10,,293.0,,
2013-03-11,,,569.0,
2013-03-12,,,577.7342500000086,
2013-03-13,,,768.0,
2013-03-14,,,,962.9844999999914
2013-03-15,,,,916.5155000000086
2013-03-16,,,552.5,
2013-03-17,,417.75,,
2013-03-18,,,701.75,
2013-03-19,,,599.5,
2013-03-20,,,544.9375,
2013-03-21,,,534.5625,
2013-03-22,,,496.25,
2013-03-23,,396.5,,
2013-03-24,,,556.75,
2013-03-25,,,,913.25
2013-03-26,,,,997.7657499999914
2013-03-27,,,,912.9842500000086
2013-03-28,,,,792.25
2013-03-29,,,531.5,
2013-03-30,,,532.2344999999914,
2013-03-31,,,,
2013-04-01,,,608.25,
2013-04-02,,,,806.0
2013-04-03,,,698.25,
2013-04-04,,,598.5,
2013-04-05,,,614.25,
2013-04-06,,384.5157499999914,,
2013-04-07,,437.25,,
2013-04-08,,,696.4842500000086,
2013-04-09,,,514.5,
2013-04-10,,428.5,,
2013-04-11,,361.5,,
2013-04-12,,380.0,,
2013-04-13,197.75,,,
2013-04-14,164.0,,,
2013-04-15,,270.25,,
2013-04-16,,270.5,,
2013-04-17,,234.48449999999139,,
2013-04-18,,238.01550000000861,,
2013-04-19,,304.75,,
2013-04-20,,285.25,,
2013-04-21,213.5,,,
2013-04-22,,403.25,,
2013-04-23,,348.5,,
2013-04-24,,311.75,,
2013-04-25,,273.125,,
2013-04-26,,270.625,,
2013-04-27,216.25,,,
2013-04-28,184.53125,,,
2013-04-29,,369.0,,
2013-04-30,,344.46875,,
2013-05-01,216.875,,,
2013-05-02,,287.640625,,
2013-05-03,,296.60937499999994,,
2013-05-04,188.74999999999994,,,
2013-05-05,146.5,,,
2013-05-06,,297.34375,,
2013-05-07,,264.03124999999994,,
2013-05-08,,257.49999999999994,,
2013-05-09,170.21875,,,
2013-05-10,,283.40625,,
2013-05-11,168.125,,,
2013-05-12,156.375,,,
2013-05-13,,359.375,,
2013-05-14,,271.375,,
2013-05-15,,274.48437499999994,,
2013-05-16,,283.890625,,
2013-05-17,,316.125,,
2013-05-18,158.625,,,
2013-05-19,153.53125000000003,,,
2013-05-20,227.34375,,,
2013-05-21,,344.5,,
2013-05-22,,351.0,,
2013-05-23,,354.0,,
2013-05-24,,413.24999999999994,,
2013-05-25,229.875,,,
2013-05-26,195.50000000000003,,,
2013-05-27,,362.25,,
2013-05-28,,317.375,,
2013-05-29,,384.78125,,
2013-05-30,,345.578125,,
2013-05-31,,357.921875,,
2013-06-01,186.71875,,,
2013-06-02,142.5,,,
2013-06-03,,363.49999999999994,,
2013-06-04,,328.375,,
2013-06-05,,256.125,,
2013-06-06,210.640625,,,
2013-06-07,191.98437499999997,,,
2013-06-08,138.99999999999997,,,
2013-06-09,114.625,,,
2013-06-10,,234.25,,
2013-06-11,,229.24999999999997,,
2013-06-12,198.375,,,
2013-06-13,148.62499999999997,,,
2013-06-14,162.234375,,,
2013-06-15,83.51562499999999,,,
2013-06-16,53.499999999999986,,,
2013-06-17,125.0,,,
2013-06-18,115.12499999999999,,,
2013-06-19,102.12499999999999,,,
2013-06-20,92.62500000000001,,,
2013-06-21,111.375,,,
2013-06-22,68.37500000000001,,,
2013-06-23,48.125,,,
2013-06-24,195.375,,,
2013-06-25,192.0,,,
2013-06-26,186.87499999999997,,,
2013-06-27,212.25,,,
2013-06-28,198.875,,,
2013-06-29,141.87499999999997,,,
2013-06-30,89.25,,,
2013-07-01,192.875,,,
2013-07-02,158.5,,,
2013-07-03,169.37500000000003,,,
2013-07-04,168.75,,,
2013-07-05,166.12500000000006,,,
2013-07-06,73.125,,,
2013-07-07,51.49999999999999,,,
2013-07-08,123.85937499999999,,,
2013-07-09,118.640625,,,
2013-07-10,118.12500000000001,,,
2013-07-11,106.125,,,
2013-07-12,124.50000000000001,,,
2013-07-13,72.125,,,
2013-07-14,43.125,,,
2013-07-15,101.62499999999997,,,
2013-07-16,93.50000000000001,,,
2013-07-17,83.00000000000003,,,
2013-07-18,50.4375,,,
2013-07-19,54.25,,,
2013-07-20,31.75,,,
2013-07-21,6.0,,,
2013-07-22,76.50000000000003,,,
2013-07-23,58.25,,,
2013-07-24,63.75,,,
2013-07-25,61.5,,,
2013-07-26,60.0,,,
2013-07-27,27.25,,,
2013-07-28,3.7499999999999996,,,
2013-07-29,92.125,,,
2013-07-30,93.625,,,
2013-07-31,78.25000000000001,,,
2013-08-01,40.75,,,
2013-08-02,62.249999999999986,,,
2013-08-03,41.75,,,
2013-08-04,11.25,,,
2013-08-05,72.0,,,
2013-08-06,73.25,,,
2013-08-07,74.50000000000003,,,
2013-08-08,95.50000000000001,,,
2013-08-09,104.00000000000001,,,
2013-08-10,58.375,,,
2013-08-11,13.125,,,
2013-08-12,102.0,,,
2013-08-13,90.5,,,
2013-08-14,116.8125,,,
2013-08-15,121.98437500000003,,,
2013-08-16,136.515625,,,
2013-08-17,88.81249999999999,,,
2013-08-18,35.3125,,,
2013-08-19,126.375,,,
2013-08-20,126.25,,,
2013-08-21,112.0,,,
2013-08-22,102.24999999999999,,,
2013-08-23,97.99999999999997,,,
2013-08-24,66.75,,,
2013-08-25,30.375,,,
2013-08-26,157.375,,,
2013-08-27,148.375,,,
2013-08-28,145.76562500000003,,,
2013-08-29,142.87499999999997,,,
2013-08-30,116.17187499999999,,,
2013-08-31,71.31249999999999,,,
2013-09-01,34.125,,,
2013-09-02,172.75000000000003,,,
2013-09-03,149.625,,,
2013-09-04,118.99999999999996,,,
2013-09-05,104.74999999999999,,,
2013-09-06,86.24999999999999,,,
2013-09-07,31.5,,,
2013-09-08,21.25,,,
2013-09-09,151.0,,,
2013-09-10,172.625,,,
2013-09-11,215.125,,,
2013-09-12,,226.75000000000009,,
2013-09-13,,212.515625,,
2013-09-14,85.48437500000001,,,
2013-09-15,79.625,,,
2013-09-16,,264.75,,
2013-09-17,,286.49999999999994,,
2013-09-18,,260.125,,
2013-09-19,,276.75,,
2013-09-20,,269.875,,
2013-09-21,120.625,,,
2013-09-22,99.87499999999997,,,
2013-09-23,,276.0,,
2013-09-24,,254.640625,,
2013-09-25,204.73437500000003,,,
2013-09-26,168.125,,,
2013-09-27,126.125,,,
2013-09-28,61.50000000000002,,,
2013-09-29,106.37499999999999,,,
2013-09-30,204.625,,,
2013-10-01,185.5,,,
2013-10-02,219.11718750000003,,,
2013-10-03,172.1171875,,,
2013-10-04,197.26562500000003,,,
2013-10-05,147.375,,,
2013-10-06,143.875,,,
2013-10-07,215.00000000000003,,,
2013-10-08,,239.25,,
2013-10-09,,411.8500000000524,,
2013-10-10,,407.625,,
2013-10-11,,408.875,,
2013-10-12,231.25,,,
2013-10-13,184.875,,,
2013-10-14,,395.09375,,
2013-10-15,,337.03125,,
2013-10-16,,360.125,,
2013-10-17,,293.375,,
2013-10-18,,309.375,,
2013-10-19,120.375,,,
2013-10-20,106.62499999999999,,,
2013-10-21,,314.0,,
2013-10-22,,284.0,,
2013-10-23,,298.875,,
2013-10-24,,290.0,,
2013-10-25,,281.125,,
2013-10-26,126.02500000002328,,,
2013-10-27,105.99999999988358,,,
2013-10-28,,294.50000000023283,,
2013-10-29,,338.12499999965075,,
2013-10-30,,373.62500000034925,,
2013-10-31,,412.24999999941787,,
2013-11-01,,398.37500000046566,,
2013-11-02,156.1249999998836,,,
2013-11-03,183.6249999998836,,,
2013-11-04,,421.50000000046566,,
2013-11-05,,409.35937499976717,,
2013-11-06,,421.0156250003493,,
2013-11-07,,328.1249999998836,,
2013-11-08,,322.3750000001165,,
2013-11-09,201.0,,,
2013-11-10,,268.9999999989523,,
2013-11-11,,,607.7343750002328,
2013-11-12,,,670.0156249997672,
2013-11-13,,,684.325000001397,
2013-11-14,,,610.75,
2013-11-15,,,606.3750000001164,
2013-11-16,,423.12499999965075,,
2013-11-17,,443.3749999998836,,
2013-11-18,,,669.6406250001164,
2013-11-19,,,675.4593750011642,
2013-11-20,,,706.0,
2013-11-21,,,748.1000000012806,
2013-11-22,,,724.3437499998836,
2013-11-23,,,509.0000000005821,
2013-11-24,,466.6249999993015,,
2013-11-25,,,,920.4999999997672
2013-11-26,,,,953.0000000002328
2013-11-27,,,,1059.2499999989523
2013-11-28,,,,1037.000000000815
2013-11-29,,,,803.5000000005821
2013-11-30,,,604.3749999990686,
2013-12-01,,,628.1250000003492,
2013-12-02,,,,867.7500000002328
2013-12-03,,,,952.4999999993015
2013-12-04,,,,842.8750000011642
2013-12-05,,,750.9062500003492,
2013-12-06,,,699.0937499998836,
2013-12-07,,469.8437499990687,,
2013-12-08,,,575.6562500001164,
2013-12-09,,,,841.5000000002328
2013-12-10,,,,810.9999999993015
2013-12-11,,,,963.3750000009314
2013-12-12,,,,932.0000000002328
2013-12-13,,,,854.7499999991851
2013-12-14,,,681.1249999998836,
2013-12-15,,,699.3749999998836,
2013-12-16,,,,1125.7500000004657
2013-12-17,,,,1035.8750000001164
2013-12-18,,,,917.8750000002328
2013-12-19,,,,855.1250000001164
2013-12-20,,,700.3750000003492,
2013-12-21,,,536.3749999990687,
2013-12-22,,407.46875000104774,,
2013-12-23,,,489.5,
2013-12-24,,389.28124999999994,,
2013-12-25,,356.1249999994179,,
2013-12-26,,,535.7499999996508,
2013-12-27,,,567.8750000001164,
2013-12-28,,,543.1250000002328,
2013-12-29,,,520.1249999988358,
2013-12-30,,,705.3437500006985,
2013-12-31,,,742.4062499997672,
