timestampstring,0,1,2,3
2013-06-12,,,323.75,
2013-06-13,,,467.375,
2013-06-14,,238.49999999999997,,
2013-06-15,,287.75,,
2013-06-16,,,380.9000000003143,
2013-06-17,,,,821.8750000000001
2013-06-18,,,,1038.90625
2013-06-19,,,,948.4999999999998
2013-06-20,,,629.25,
2013-06-21,,,400.265625,
2013-06-22,,280.6171875,,
2013-06-23,,213.49218750000003,,
2013-06-24,,288.125,,
2013-06-25,,251.109375,,
2013-06-26,,241.8828125,,
2013-06-27,,266.7421875,,
2013-06-28,,235.75,,
2013-06-29,156.0,,,
2013-06-30,148.75,,,
2013-07-01,,,359.875,
2013-07-02,,,447.859375,
2013-07-03,,267.5078125,,
2013-07-04,,333.0078125,,
2013-07-05,,,370.6171875,
2013-07-06,,,370.88281250000006,
2013-07-07,,,381.875,
2013-07-08,,,559.875,
2013-07-09,,,504.0,
2013-07-10,,,,560.0078125
2013-07-11,,,433.6171875,
2013-07-12,,,373.375,
2013-07-13,,,317.25,
2013-07-14,,,362.125,
2013-07-15,,,519.5,
2013-07-16,,,,601.375
2013-07-17,,,512.5,
2013-07-18,,,,656.0
2013-07-19,,,,574.75
2013-07-20,,,,558.7421875
2013-07-21,,,,619.3828125
2013-07-22,,,,858.5
2013-07-23,,,,757.4999999999999
2013-07-24,,,522.625,
2013-07-25,,,,690.5
2013-07-26,,,,897.2656249999999
2013-07-27,,,,974.2421875
2013-07-28,,,,775.4921875
2013-07-29,,350.00000000000006,,
2013-07-30,,,456.5,
2013-07-31,,,,600.1249999999999
2013-08-01,,,,606.8749999999999
2013-08-02,,,,951.3671874999999
2013-08-03,,,,798.2578125
2013-08-04,,,534.75,
2013-08-05,,,,807.625
2013-08-06,,,,788.75
2013-08-07,,,451.515625,
2013-08-08,,294.7265625,,
2013-08-09,,262.640625,,
2013-08-10,,262.4921875,,
2013-08-11,,272.12500000000006,,
2013-08-12,,,393.375,
2013-08-13,,320.25781249999994,,
2013-08-14,,276.7421875,,
2013-08-15,,,387.375,
2013-08-16,,,508.75000000026193,
2013-08-17,,,497.6093749968568,
2013-08-18,,,500.796875,
2013-08-19,,,354.9296875,
2013-08-20,,308.46875,,
2013-08-21,,292.0078125,,
2013-08-22,,,341.0,
2013-08-23,,,407.99218750000006,
2013-08-24,162.3828125,,,
2013-08-25,153.50000000000003,,,
2013-08-26,,236.24999999999997,,
2013-08-27,,250.78125,,
2013-08-28,,261.75,,
2013-08-29,,286.375,,
2013-08-30,,,317.875,
2013-08-31,,259.0,,
2013-09-01,181.375,,,
2013-09-02,,294.9921875,,
2013-09-03,,,357.609375,
2013-09-04,,,417.5,
2013-09-05,,,460.0078125,
2013-09-06,,,514.1171875,
2013-09-07,,,341.5078125,
2013-09-08,175.875,,,
2013-09-09,,203.75,,
2013-09-10,,256.37500000000006,,
2013-09-11,,262.00000000000006,,
2013-09-12,,256.37499999999994,,
2013-09-13,,239.265625,,
2013-09-14,168.734375,,,
2013-09-15,187.75781249999997,,,
2013-09-16,,236.25,,
2013-09-17,,209.0078125,,
2013-09-18,,214.98437499999994,,
2013-09-19,,215.5,,
2013-09-20,,212.125,,
2013-09-21,129.75,,,
2013-09-22,148.25,,,
2013-09-23,,249.00000000000003,,
2013-09-24,,269.62499999999994,,
2013-09-25,,294.734375,,
2013-09-26,,294.14843749999994,,
2013-09-27,,283.6171875,,
2013-09-28,190.50000000000003,,,
2013-09-29,178.75000000000009,,,
2013-09-30,,248.65156250015716,,
2013-10-01,,240.484375,,
2013-10-02,,198.7578125,,
2013-10-03,189.9921875,,,
2013-10-04,,201.00000000000006,,
2013-10-05,156.4921875,,,
2013-10-06,133.8828125,,,
2013-10-07,,207.38281249999994,,
2013-10-08,,210.3828125,,
2013-10-09,,229.27656250012805,,
2013-10-10,,228.36718749999997,,
2013-10-11,,224.2578125,,
2013-10-12,160.25,,,
2013-10-13,155.75,,,
2013-10-14,,226.99999999999997,,
2013-10-15,,206.640625,,
2013-10-16,,195.0,,
2013-10-17,,206.0,,
2013-10-18,,225.234375,,
2013-10-19,142.140625,,,
2013-10-20,143.625,,,
2013-10-21,,213.25000000000003,,
2013-10-22,,234.98437500000003,,
2013-10-23,,229.76562499883585,,
2013-10-24,,258.9843750014552,,
2013-10-25,,238.51562500000003,,
2013-10-26,172.9500000002095,,,
2013-10-27,177.0625000004657,,,
2013-10-28,,265.75,,
2013-10-29,,215.75,,
2013-10-30,,190.49218749921422,,
2013-10-31,,204.00781249895226,,
2013-11-01,,207.75000000081494,,
2013-11-02,138.00000000023283,,,
2013-11-03,130.61718750040745,,,
2013-11-04,177.65937500037836,,,
2013-11-05,,199.12499999959257,,
2013-11-06,,216.50000000029107,,
2013-11-07,,214.50000000052387,,
2013-11-08,,232.5,,
2013-11-09,158.74999999947613,,,
2013-11-10,137.25,,,
2013-11-11,,202.9999999992433,,
2013-11-12,190.74999999997087,,,
2013-11-13,176.70000000130966,,,
2013-11-14,175.24218749973804,,,
2013-11-15,171.88281250037835,,,
2013-11-16,115.38281250014553,,,
2013-11-17,115.2499999999709,,,
2013-11-18,182.61718750040745,,,
2013-11-19,196.559375,,,
2013-11-20,,196.5000000012806,,
2013-11-21,,210.925,,
2013-11-22,192.74999999947613,,,
2013-11-23,127.74999999999999,,,
2013-11-24,135.75000000052387,,,
2013-11-25,,221.5,,
2013-11-26,186.14062499935972,,,
2013-11-27,182.6250000001164,,,
2013-11-28,181.87499999988358,,,
2013-11-29,180.37500000064026,,,
2013-11-30,127.6249999993597,,,
2013-12-01,123.75000000023283,,,
2013-12-02,184.62499999883585,,,
2013-12-03,,198.25000000052387,,
2013-12-04,,210.2499999994761,,
2013-12-05,,212.87499999988358,,
2013-12-06,,199.62500000064028,,
2013-12-07,130.0,,,
2013-12-08,136.4999999997672,,,
2013-12-09,177.75000000023286,,,
2013-12-10,170.25,,,
2013-12-11,175.5,,,
2013-12-12,,202.24218749921422,,
2013-12-13,200.0078124997381,,,
2013-12-14,154.7500000010477,,,
2013-12-15,133.75,,,
2013-12-16,,202.73437499999997,,
2013-12-17,,210.01562499947616,,
2013-12-18,,213.0000000005239,,
2013-12-19,,222.99999999918512,,
2013-12-20,,216.12499999965075,,
2013-12-21,151.12500000116415,,,
2013-12-22,156.24999999895226,,,
2013-12-23,182.5000000005239,,,
2013-12-24,134.00000000026193,,,
2013-12-25,111.8671874998545,,,
2013-12-26,112.2578125,,,
2013-12-27,125.12499999988358,,,
2013-12-28,121.99999999973808,,,
2013-12-29,115.5000000007858,,,
2013-12-30,138.37499999906865,,,
2013-12-31,130.39062500093132,,,
