Time,0,1,2,3
00:00:00,1.2399387511399056,1.2767651103138487,1.2980057758577428,1.3369279429709175
01:00:00,1.2373531319247102,1.279565915672609,1.304794471602182,1.3245754424067773
02:00:00,1.238679520983557,1.2745807503276376,1.295599201165221,1.3358482897033994
03:00:00,1.2290757923182096,1.2769125211138228,1.297790261712723,1.3249882511166002
04:00:00,1.2373531319240847,1.2744869436843618,1.2961619327962375,1.3315614323235798
05:00:00,1.2343309795073676,1.2761888681066242,1.2961020675034818,1.320828411387219
06:00:00,1.2276016535483096,1.268845130256561,1.2952040919761874,1.3192724411806276
07:00:00,1.2278803631936435,1.2711366983125465,1.2915882437194177,1.3266712393836397
08:00:00,1.2285888899903985,1.272798419790192,1.2954555250686899,1.3207013933892306
09:00:00,1.2336090208829902,1.27612186320502,1.3021963286757485,1.3237498256293532
10:00:00,1.2347003537275196,1.2755188192602176,1.2987959945686371,1.3368644337589928
11:00:00,1.2375210292386558,1.2769527240514507,1.3072968300312409,1.3240038613463907
12:00:00,1.2402409663779996,1.2791504850226454,1.3024597348538225,1.3365468889745866
13:00:00,1.2343141898122187,1.2801421578722951,1.3055008790784364,1.3371740401308343
14:00:00,1.2433974366385552,1.2809998204613458,1.3056325819107166,1.3332206048618833
15:00:00,1.240711078970069,1.2777299809846554,1.3053332567840001,1.3356260084894078
16:00:00,1.2436828621809377,1.2855025504672695,1.302890763324504,1.3391825122277214
17:00:00,1.2394854282841405,1.2817234734627534,1.3096614991214517,1.3337842472293464
18:00:00,1.2455465227733817,1.278440233001828,1.3066682471827462,1.3440091963866847
19:00:00,1.2414834068405127,1.2832913885241708,1.298987562700542,1.332609330809231
20:00:00,1.2425747396024804,1.278989673238037,1.3078475883993443,1.3406432191439022
21:00:00,1.2389817362209006,1.2775155652807306,1.299502401865365,1.33048177955219
22:00:00,1.2456640509613508,1.280946216761389,1.298819940583358,1.338833212733017
23:00:00,1.2382597775980242,1.279592717405494,1.304016225825789,1.329529144281832
