timestampstring,0,1,2,3
2013-07-25,,,1544.2499999999998,
2013-07-26,,1480.2499999999995,,
2013-07-27,1271.25,,,
2013-07-28,1361.125,,,
2013-07-29,,,,1731.125
2013-07-30,,,,1785.625
2013-07-31,,,,1749.3750000000007
2013-08-01,1409.25,,,
2013-08-02,,1369.625,,
2013-08-03,1234.5,,,
2013-08-04,1267.375,,,
2013-08-05,,1458.25,,
2013-08-06,,1494.5,,
2013-08-07,,,1656.25,
2013-08-08,,,,1756.75
2013-08-09,,,,1687.0
2013-08-10,,1514.25,,
2013-08-11,,1483.375,,
2013-08-12,,,1537.5,
2013-08-13,,,1524.125,
2013-08-14,,,1611.3749999999995,
2013-08-15,,,,1731.375
2013-08-16,,,1647.7499999999995,
2013-08-17,,1442.25,,
2013-08-18,,1437.625,,
2013-08-19,,,1655.6250000000002,
2013-08-20,,,,1765.8749999999998
2013-08-21,,,,1786.6250000000002
2013-08-22,,,,1685.25
2013-08-23,,,1573.3749999999998,
2013-08-24,1225.625,,,
2013-08-25,1217.0,,,
2013-08-26,,,1573.75,
2013-08-27,,,,1692.4999999999998
2013-08-28,,,1680.375,
2013-08-29,,1490.625,,
2013-08-30,,,1542.6249999999995,
2013-08-31,1211.875,,,
2013-09-01,1226.125,,,
2013-09-02,,,1546.875,
2013-09-03,,,1656.625,
2013-09-04,,,,1715.1250000000005
2013-09-05,,,1543.0,
2013-09-06,,1424.7499999999998,,
2013-09-07,1206.0,,,
2013-09-08,1189.5,,,
2013-09-09,,1338.9999999999998,,
2013-09-10,,,1583.5,
2013-09-11,,,1652.7499999999998,
2013-09-12,,1414.0,,
2013-09-13,,1447.6250000000005,,
2013-09-14,1331.875,,,
2013-09-15,1321.625,,,
2013-09-16,,,1561.4999999999998,
2013-09-17,,,1662.875,
2013-09-18,,,,1730.6250000000002
2013-09-19,,,,1733.375
2013-09-20,,,1589.25,
2013-09-21,1168.75,,,
2013-09-22,1168.0,,,
2013-09-23,,1408.0,,
2013-09-24,,1481.25,,
2013-09-25,,,1588.75,
2013-09-26,,,,1705.5
2013-09-27,,,1557.125,
2013-09-28,1219.0,,,
2013-09-29,1206.375,,,
2013-09-30,,1433.4000000014755,,
2013-10-01,,1491.1250000000002,,
2013-10-02,,1474.75,,
2013-10-03,,1458.25,,
2013-10-04,,1460.0,,
2013-10-05,1243.75,,,
2013-10-06,1234.5,,,
2013-10-07,,1491.375,,
2013-10-08,,,1560.7499999999995,
2013-10-09,,,1542.6249999999998,
2013-10-10,,,1603.75,
2013-10-11,,1497.5000000000002,,
2013-10-12,1238.25,,,
2013-10-13,1210.625,,,
2013-10-14,,1409.3750000000005,,
2013-10-15,,1482.3750000000002,,
2013-10-16,,1474.25,,
2013-10-17,,1484.8750000000002,,
2013-10-18,,1446.8749999999998,,
2013-10-19,1173.25,,,
2013-10-20,1171.875,,,
2013-10-21,,,1560.1250000000002,
2013-10-22,,,,1703.5000000000007
2013-10-23,,,1628.125,
2013-10-24,,,1580.7500000000002,
2013-10-25,,,1586.1249999999995,
2013-10-26,1307.3250000014552,,,
2013-10-27,1299.12499999976,,,
2013-10-28,,,,1738.9999999975994
2013-10-29,,,,1938.0000000096775
2013-10-30,,,,1884.4999999905413
2013-10-31,,,,1840.7500000094592
2013-11-01,,,,1779.3749999928405
2013-11-02,1320.9999999996508,,,
2013-11-03,1373.8750000075088,,,
2013-11-04,,,1642.7249999999995,
2013-11-05,,,,1865.6250000003783
2013-11-06,,,,1847.3749999998834
2013-11-07,,,,1890.125000008775
2013-11-08,,,,1851.7500000000005
2013-11-09,,,1632.9999999910658,
2013-11-10,,,1618.375000000117,
2013-11-11,,,,1922.125000008819
2013-11-12,,,,1952.749999991822
2013-11-13,,,,1840.0000000081784
2013-11-14,,,,1874.250000000001
2013-11-15,,,,1816.2499999924623
2013-11-16,1325.375000000582,,,
2013-11-17,1218.8750000069558,,,
2013-11-18,,1471.2499999999998,,
2013-11-19,,,1665.3750000000002,
2013-11-20,,,,1724.1250000082218
2013-11-21,,,,1698.5000000000005
2013-11-22,,,1531.1249999928405,
2013-11-23,1260.6250000003638,,,
2013-11-24,1251.7499999999854,,,
2013-11-25,,1504.5000000068103,,
2013-11-26,,,1563.2500000000002,
2013-11-27,,,1617.1249999914435,
2013-11-28,,,,1787.1249999998981
2013-11-29,,,1638.5000000016155,
2013-11-30,1295.8750000001164,,,
2013-12-01,1294.1250000069267,,,
2013-12-02,,,1589.9999999999998,
2013-12-03,,,1601.75,
2013-12-04,,,1539.75,
2013-12-05,,,,1740.1249999917925
2013-12-06,,,1625.625000001135,
2013-12-07,1308.7500000010186,,,
2013-12-08,1264.2500000060536,,,
2013-12-09,,,1518.9999999923311,
2013-12-10,,,1531.8750000002622,
2013-12-11,,,1544.4999999998693,
2013-12-12,,,1575.625000007538,
2013-12-13,,,1526.25,
2013-12-14,1292.624999992695,,,
2013-12-15,1286.0000000003638,,,
2013-12-16,,1493.875000006941,,
2013-12-17,,,1549.2499999924623,
2013-12-18,,,1621.999999999709,
2013-12-19,,,1563.2500000007858,
2013-12-20,,1422.5000000005966,,
2013-12-21,1202.5000000064465,,,
2013-12-22,1162.75,,,
2013-12-23,1198.1249999944848,,,
2013-12-24,1076.625,,,
2013-12-25,1036.375,,,
2013-12-26,1040.6250000055152,,,
2013-12-27,1045.2499999944848,,,
2013-12-28,1056.749999999607,,,
2013-12-29,1098.250000005908,,,
2013-12-30,1122.5,,,
2013-12-31,1114.249999994092,,,
