Time,0,1,2,3
00:00:00,0.49942442536160575,0.524296847657482,0.5667447607232831,0.6657876447210708
01:00:00,0.49659887685457427,0.5213035623991958,0.563211327586804,0.6599002413420736
02:00:00,0.4965058546156258,0.5155057573927502,0.5602667998505859,0.6596753751619935
03:00:00,0.4953140080463672,0.515451824332125,0.5578471662767458,0.6566703463889263
04:00:00,0.4961046965464756,0.5165574523193683,0.5576679342075542,0.6533586819874971
05:00:00,0.4936105394488389,0.5168271175854893,0.5576167249580385,0.655709554813024
06:00:00,0.49399425594341806,0.5311867972322718,0.5723137586892272,0.6663600311751035
07:00:00,0.5022034628491073,0.5684006149666935,0.6153550717525528,0.7060182347124921
08:00:00,0.5109940582443252,0.6174122913924287,0.6725918012311428,0.753853387354619
09:00:00,0.5088778038083894,0.6891432732581353,0.7521967573775153,0.8440451368927869
10:00:00,0.5171800328920514,0.7406089045198709,0.8043853096472046,0.8936587760589797
11:00:00,0.524307856924661,0.7458673786370574,0.8160054282309748,0.8976859234382734
12:00:00,0.5264473669543333,0.7279615997180423,0.7982742508432116,0.8860337709408451
13:00:00,0.5260636505276248,0.7184558964002303,0.782693858899996,0.8740340980277778
14:00:00,0.5299647678892938,0.7241323518037841,0.7870338365111581,0.8712641563983247
15:00:00,0.5303601121549624,0.7367564353277541,0.8024606010442565,0.8865550514488867
16:00:00,0.5304589482579508,0.7147030536764457,0.7860352576723372,0.863812911548991
17:00:00,0.5281682771520552,0.6803072387669976,0.7446966496863519,0.8328018316931624
18:00:00,0.5177614214419907,0.6374671533157086,0.6951133644092314,0.7828815570091116
19:00:00,0.5125986908118676,0.5998570775069672,0.6528529913819104,0.7406067297545783
20:00:00,0.5059010942102514,0.5682118491391678,0.6287462713717903,0.6989042888612537
21:00:00,0.5059941164091122,0.5508319176330256,0.6063422566125999,0.6793409379926857
22:00:00,0.5023429961118531,0.5453981610128024,0.5945001345399317,0.6610245718512623
23:00:00,0.498477924710397,0.5330097349577816,0.5829627069584336,0.6531747005678739
