timestampstring,0,1,2,3
2013-04-13,740.5,,,
2013-04-14,,828.25,,
2013-04-15,,,1092.0,
2013-04-16,,,1080.75,
2013-04-17,,,1038.0,
2013-04-18,,,1067.0,
2013-04-19,,919.0,,
2013-04-20,753.75,,,
2013-04-21,750.0,,,
2013-04-22,,830.25,,
2013-04-23,,884.75,,
2013-04-24,,939.0,,
2013-04-25,,,1008.625,
2013-04-26,,,1031.75,
2013-04-27,,883.25,,
2013-04-28,,817.375,,
2013-04-29,,882.125,,
2013-04-30,,850.0,,
2013-05-01,,942.0,,
2013-05-02,,,1076.625,
2013-05-03,,918.875,,
2013-05-04,,801.625,,
2013-05-05,,847.25,,
2013-05-06,,989.375,,
2013-05-07,,,1203.875,
2013-05-08,,,1179.5,
2013-05-09,,,1064.125,
2013-05-10,,,1162.5,
2013-05-11,,,1043.125,
2013-05-12,,957.5,,
2013-05-13,,891.75,,
2013-05-14,,,1148.875,
2013-05-15,,,1126.125,
2013-05-16,,903.0,,
2013-05-17,,852.625,,
2013-05-18,,884.125,,
2013-05-19,,814.5,,
2013-05-20,,834.75,,
2013-05-21,,834.5,,
2013-05-22,,836.0,,
2013-05-23,,808.5,,
2013-05-24,,779.5,,
2013-05-25,749.0,,,
2013-05-26,737.25,,,
2013-05-27,,958.125,,
2013-05-28,,,1132.5,
2013-05-29,,,1152.0,
2013-05-30,,,1164.5,
2013-05-31,,,1050.625,
2013-06-01,,790.25,,
2013-06-02,,818.625,,
2013-06-03,,,1063.75,
2013-06-04,,,1264.625,
2013-06-05,,,1365.0,
2013-06-06,,,,1486.75
2013-06-07,,,,1439.0
2013-06-08,,,1155.25,
2013-06-09,,,1054.5,
2013-06-10,,,1151.0,
2013-06-11,,,1240.875,
2013-06-12,,,1306.25,
2013-06-13,,,,1470.875
2013-06-14,,,1131.375,
2013-06-15,,,1133.375,
2013-06-16,,,1202.375,
2013-06-17,,,,1584.0
2013-06-18,,,,1810.375
2013-06-19,,,,1680.875
2013-06-20,,,,1557.0
2013-06-21,,,1280.75,
2013-06-22,,,1168.25,
2013-06-23,,1022.5,,
2013-06-24,,933.0,,
2013-06-25,,,1082.125,
2013-06-26,,,1196.875,
2013-06-27,,,1034.0,
2013-06-28,,900.5,,
2013-06-29,,846.25,,
2013-06-30,,937.625,,
2013-07-01,,,1181.75,
2013-07-02,,,1362.5,
2013-07-03,,,1324.5,
2013-07-04,,,1325.0,
2013-07-05,,,1330.0,
2013-07-06,,,1327.75,
2013-07-07,,,1344.75,
2013-07-08,,,,1552.75
2013-07-09,,,,1602.875
2013-07-10,,,,1570.625
2013-07-11,,,,1490.25
2013-07-12,,,1292.375,
2013-07-13,,,1262.125,
2013-07-14,,,1303.0,
2013-07-15,,,,1447.375
2013-07-16,,,,1409.75
2013-07-17,,,,1466.75
2013-07-18,,,,1615.75
2013-07-19,,,,1604.0
2013-07-20,,,,1618.25
2013-07-21,,,,1626.125
2013-07-22,,,,1732.625
2013-07-23,,,,1833.375
2013-07-24,,,,1702.25
2013-07-25,,,,1827.25
2013-07-26,,,,1935.75
2013-07-27,,,,1982.75
2013-07-28,,,,1981.375
2013-07-29,,,,1703.375
2013-07-30,,,,1664.25
2013-07-31,,,,1798.25
2013-08-01,,,,1773.75
2013-08-02,,,,1865.25
2013-08-03,,,,1841.375
2013-08-04,,,,1712.75
2013-08-05,,,,1847.75
2013-08-06,,,,1832.0
2013-08-07,,,,1757.125
2013-08-08,,,,1697.75
2013-08-09,,,,1590.125
2013-08-10,,,,1516.5
2013-08-11,,,,1529.125
2013-08-12,,,,1504.625
2013-08-13,,,1324.125,
2013-08-14,,,1229.375,
2013-08-15,,,1356.5,
2013-08-16,,,,1459.125
2013-08-17,,,,1657.25
2013-08-18,,,,1688.5
2013-08-19,,,,1647.0
2013-08-20,,,,1418.125
2013-08-21,,,1368.875,
2013-08-22,,,,1410.25
2013-08-23,,,,1461.875
2013-08-24,,,1249.625,
2013-08-25,,,1085.0,
2013-08-26,,,1185.0,
2013-08-27,,,1137.25,
2013-08-28,,840.0,,
2013-08-29,,840.0,,
2013-08-30,,840.0,,
2013-08-31,,840.0,,
2013-09-01,,840.0,,
2013-09-02,,840.0,,
2013-09-03,,840.0,,
2013-09-04,,840.0,,
2013-09-05,,840.0,,
2013-09-06,,840.0,,
2013-09-07,,840.0,,
2013-09-08,,840.0,,
2013-09-09,,840.0,,
2013-09-10,,840.0,,
2013-09-11,,840.0,,
2013-09-12,,840.0,,
2013-09-13,,840.0,,
2013-09-14,,840.0,,
2013-09-15,,840.0,,
2013-09-16,,840.0,,
2013-09-17,,840.0,,
2013-09-18,,840.0,,
2013-09-19,,840.0,,
2013-09-20,,840.0,,
2013-09-21,,840.0,,
2013-09-22,,840.0,,
2013-09-23,,840.0,,
2013-09-24,,840.0,,
2013-09-25,,840.0,,
2013-09-26,,840.0,,
2013-09-27,,840.0,,
2013-09-28,,840.0,,
2013-09-29,,840.0,,
2013-09-30,,840.0,,
2013-10-01,,840.0,,
2013-10-02,,840.0,,
2013-10-03,,840.0,,
2013-10-04,,840.0,,
2013-10-05,,840.0,,
2013-10-06,,840.0,,
2013-10-07,,840.0,,
2013-10-08,,840.0,,
2013-10-09,,887.3750000038417,,
2013-10-10,,815.125,,
2013-10-11,747.375,,,
2013-10-12,636.125,,,
2013-10-13,646.25,,,
2013-10-14,709.625,,,
2013-10-15,,809.625,,
2013-10-16,,796.625,,
2013-10-17,,832.75,,
2013-10-18,,792.25,,
2013-10-19,,772.125,,
2013-10-20,,857.0,,
2013-10-21,,,1047.875,
2013-10-22,,,1129.375,
2013-10-23,,,1081.875,
2013-10-24,,978.625,,
2013-10-25,,,988.875,
2013-10-26,,967.8000000007684,,
2013-10-27,,1004.8125000006985,,
2013-10-28,,,1200.6249999990687,
2013-10-29,,,1157.6250000001164,
2013-10-30,,,1080.75,
2013-10-31,,,1025.2500000002328,
2013-11-01,,1005.8750000006985,,
2013-11-02,,883.9999999995343,,
2013-11-03,,854.8750000005821,,
2013-11-04,,899.0000000029104,,
2013-11-05,,,1067.1250000001164,
2013-11-06,,,1101.8749999996508,
2013-11-07,,,1210.500000000815,
2013-11-08,,,1190.6249999993015,
2013-11-09,,,1056.3750000001164,
2013-11-10,,1016.8750000003492,,
2013-11-11,,,1121.624999999418,
2013-11-12,,,1117.9375000006985,
2013-11-13,,,1027.2875000036088,
2013-11-14,,,1046.1250000003492,
2013-11-15,,982.75,,
2013-11-16,701.0000000005822,,,
2013-11-17,643.75,,,
2013-11-18,718.8749999995343,,,
2013-11-19,,849.100000002794,,
2013-11-20,,867.2500000008149,,
2013-11-21,,881.7750000025611,,
2013-11-22,737.6249999982538,,,
2013-11-23,707.6249999998836,,,
2013-11-24,701.1250000001164,,,
2013-11-25,740.0,,,
2013-11-26,741.1250000006985,,,
2013-11-27,,768.7499999983702,,
2013-11-28,,936.7500000003492,,
2013-11-29,,841.5000000006985,,
2013-11-30,690.7500000010477,,,
2013-12-01,685.3749999991851,,,
2013-12-02,,777.5000000004657,,
2013-12-03,761.9999999995343,,,
2013-12-04,717.1249999993015,,,
2013-12-05,,851.7500000002328,,
2013-12-06,,800.2500000008149,,
2013-12-07,680.4999999994179,,,
2013-12-08,632.6250000004657,,,
2013-12-09,698.3749999998836,,,
2013-12-10,731.6249999998836,,,
2013-12-11,745.5000000004657,,,
2013-12-12,,773.0,,
2013-12-13,,771.2499999995343,,
2013-12-14,704.4999999996508,,,
2013-12-15,689.8750000006986,,,
2013-12-16,717.3749999993015,,,
2013-12-17,732.1250000001164,,,
2013-12-18,,799.9999999997672,,
2013-12-19,,775.1250000004657,,
2013-12-20,687.0,,,
2013-12-21,645.5000000006985,,,
2013-12-22,648.1249999994179,,,
2013-12-23,634.8750000003492,,,
2013-12-24,584.8749999998836,,,
2013-12-25,573.3749999998836,,,
2013-12-26,551.0000000006985,,,
2013-12-27,551.1249999994179,,,
2013-12-28,561.3749999998836,,,
2013-12-29,579.6250000003492,,,
2013-12-30,582.4999999995343,,,
2013-12-31,572.6250000001164,,,
